"Name","State","Notes","User","Tags","Created","Runtime","Sweep","conv_arch","dropout","lr","method","metric.goal","metric.name","parameters.conv_archs","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.lr.distribution","parameters.lr.max","parameters.lr.min","parameters.window_sizes","window_size","global_pool","parameters.global_pools","batch_size","conv_channels","dilation_rates","epochs","kernel_sizes","num_workers","use_wandb","best_val_acc","epoch","loss","train_acc","val_acc"
"royal-sweep-7","finished","-","","","2026-05-15T13:36:49.000Z","438","9s7owsim","64,128,256_7,7,7_1,8,32","0.4765431388906256","0.0023513669020994114","","","","","","","","","","","","10000","false","","","","","","","","","0.4993742177722153","10","1.2861504736940546","0.3993419285522428","0.4971839799749687"
"splendid-sweep-10","finished","-","","","2026-05-15T04:05:55.000Z","311","gc38pici","64,128_7,5","0.19323450130260955","0.0010080000928345575","","","","","","","","","","","","2500","true","","","","","","","","","0.49284261576971217","10","1.2253107161026249","0.4453481735159817","0.49284261576971217"
"fast-sweep-19","finished","-","","","2026-05-15T02:57:53.000Z","184","8b34z4x1","32,64_7,7_1,4","0.3986894734186987","0.002810681878968626","","","","","","","","","","","","2000","true","","","","","","","","","0.47922403003754693","10","1.189339208519654","0.4486569970453935","0.47922403003754693"
"worthy-sweep-13","finished","-","","","2026-05-15T02:34:21.000Z","296","8b34z4x1","64,128_7,5","0.23970348253345533","0.0005491657367329132","","","","","","","","","","","","2000","true","","","","","","","","","0.4759386733416771","10","1.261511273042124","0.4255103411227505","0.4759386733416771"
"distinctive-sweep-5","finished","-","","","2026-05-15T02:01:51.000Z","324","8b34z4x1","64,128_7,7_1,4","0.4011423748654931","0.0002954436473662665","","","","","","","","","","","","2000","true","","","","","","","","","0.47074468085106386","10","1.2651218169420084","0.41915793714746175","0.47074468085106386"
"desert-sweep-3","finished","-","","","2026-05-14T22:13:13.000Z","675","7h9bgx3w","128,256_11,7","0.4557972849240075","0.0008060216313120648","","","","","","","","","","","","2000","","","","","","","","","","0.45738423028785985","10","1.4240603845541495","0.30963604619930163","0.45738423028785985"
"deft-sweep-2","finished","-","","","2026-05-15T18:35:57.000Z","305","zzj54cl5","64,128_7,5","0.10721952347177312","0.00505200022772558","","","","","","","","","","","","10000","false","","","","","","","","","0.4521276595744681","10","1.272250854037252","0.37845823260811173","0.4507196495619524"
"copper-sweep-7","finished","-","","","2026-05-15T02:14:55.000Z","186","8b34z4x1","32,64_7,7_1,4","0.3834954448693102","0.0004560952411459696","","","","","","","","","","","","1000","true","","","","","","","","","0.4458072590738423","10","1.2984987378728796","0.39876779478914853","0.4458072590738423"
"upbeat-sweep-2","finished","-","","","2026-05-14T22:08:32.000Z","279","7h9bgx3w","32_7","0.4965309291406253","0.004704249436259791","","","","","","","","","","","","500","","","","","","","","","","0.42665832290362954","10","1.464451875310094","0.31880875637926404","0.42665832290362954"
"electric-sweep-18","finished","-","","","2026-05-15T02:52:30.000Z","321","8b34z4x1","64,128_7,7_1,4","0.49840961800166217","0.0001068100504036242","","","","","","","","","","","","2000","true","","","","","","","","","0.42137046307884857","10","1.381395635161706","0.3622884770346495","0.42137046307884857"
"lunar-sweep-9","finished","-","","","2026-05-15T02:21:16.000Z","178","8b34z4x1","32,64_7,7_1,4","0.3551369213292437","0.00011488297100631445","","","","","","","","","","","","1000","true","","","","","","","","","0.3946964956195244","10","1.4343642143994415","0.3426907064195541","0.3946964956195244"
"hardy-sweep-13","crashed","-","","","2026-05-15T14:14:56.000Z","364","9s7owsim","64,128,256_7,7,7_1,8,32","0.14655351192750743","0.0004435311392517449","","","","","","","","","","","","5000","false","","","","","","","","","","8","0.6184074251747183","0.7680298146655923","0.759386733416771"
"elated-sweep-1","failed","-","","","2026-05-14T22:00:25.000Z","62","g46ak8lw","32,64_11,7","0.1857344069828094","0.00036063148766581695","","","","","","","","","","","","500","","","","","","","","","","","","","",""
"breezy-sweep-18","crashed","-","","","2026-05-15T20:08:23.000Z","92","zzj54cl5","32,64,128_7,7,7_1,32,256","0.3787504569537078","0.00010472070835670912","","","","","","","","","","","","10000","false","","","","","","","","","","1","1.4895232710952309","0.3579774375503626","0.4300688360450563"
"noble-sweep-13","finished","-","","","2026-05-15T04:24:35.000Z","127","gc38pici","32,64,128_7,5,3","0.4704160780304537","0.00030232801348732425","","","","","","","","","","","","2000","true","","","","","","","","","","4","1.248257160135536","0.4259132420091325","0.30929286608260326"
"scarlet-sweep-3","finished","-","","","2026-05-14T22:02:23.000Z","49","g46ak8lw","64,128,256_11,7,5","0.3721181756782378","0.00624218522952307","","","","","","","","","","","","2000","","","","","","","","","","","","","",""
"run_a_undilated_20k","failed","-","","","2026-05-16T21:07:59.000Z","3","","","0.34","0.000153","","","","","","","","","","","","20000","false","","512","[32,64,128]","[1,1,1]","25","[7,5,3]","2","true","","","","",""
"jolly-sweep-6","failed","-","","","2026-05-15T13:35:40.000Z","64","9s7owsim","32,64,128_14,14,14_1,4,16","0.28837738396827717","0.0004299478774743347","","","","","","","","","","","","20000","false","","","","","","","","","","","","",""
"celestial-sweep-1","failed","-","","","2026-05-14T21:56:32.000Z","66","6ps21dz6","128,256_11,7","0.30165272514365493","0.0009635482063709069","","","","","","","","","","","","500","","","","","","","","","","","","","",""
"zany-sweep-2","finished","-","","","2026-05-14T22:01:29.000Z","56","g46ak8lw","64,128,256_11,7,5","0.34447800018505625","0.0018067544044872736","","","","","","","","","","","","1000","","","","","","","","","","","","","",""
"fine-sweep-2","failed","-","","","2026-05-14T21:57:43.000Z","67","6ps21dz6","32,64_11,7","0.4567467909052378","0.00032222677435843377","","","","","","","","","","","","1000","","","","","","","","","","","","","",""
"eager-sweep-10","crashed","-","","","2026-05-14T22:55:27.000Z","112","7h9bgx3w","64,128_7,5","0.24079392202488376","0.00014334083624024187","","","","","","","","","","","","500","","","","","","","","","","","1","1.4553971358470112","0.34557312651087835","0.4518069461827284"
